,Account_Num,Provider_Num,Similar Score,Facility Name,Provider Name,Address,Provider Street Address
6641007,44822,891874,1.0,COMMUNITY HOSPITAL,PINEVILLE COMMUNITY HOSPITAL,901 MACARTHUR BLVD,850 RIVERVIEW AVENUE
12174596,23359,497984,1.0,VALLEY HOSPITAL MEDICAL CENTER,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,620 SHADOW LANE,17100 EUCLID STREET
7319416,39105,861392,1.0,DAVIS MEDICAL CENTER,DAVIS HOSPITAL AND MEDICAL CENTER,812 GORMAN AVENUE,1600 WEST ANTELOPE DRIVE
5049671,78872,723760,1.0,MEMORIAL HOSPITAL,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,511 NE 10TH ST,2401 UNIVERSITY AVE
7428439,56302,826479,1.0,COMMUNITY HOSPITAL,KOSCIUSKO COMMUNITY HOSPITAL,2351 'G' ROAD,2101 E DUBOIS DR
5210032,33716,776251,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL OF RHODE ISLAND,1900 STATE ST,111 BREWSTER STREET
6640894,44822,258838,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL EAST,901 MACARTHUR BLVD,1500 N RITTER AVE
809908,39744,523382,1.0,MEMORIAL HOSPITAL,INGALLS MEMORIAL HOSPITAL,224 E SECOND STREET,ONE INGALLS DRIVE
10698948,22003,393088,1.0,MEMORIAL HOSPITAL,COMMUNITY MEMORIAL HOSPITAL,500 LONDON AVENUE,W180 N8085 TOWN HALL RD
463644,65425,454617,1.0,VALLEY MEDICAL CENTER,JORDAN VALLEY MEDICAL CENTER,400 S 43RD ST,3580 WEST 9000 SOUTH
10698946,22003,624452,1.0,MEMORIAL HOSPITAL,BELOIT MEMORIAL HOSPITAL,500 LONDON AVENUE,1969 W HART RD
13590863,80177,438672,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL AND MANOR,1423 SEVENTH ST,1500 E SHOTWELL STREET
5208121,33716,340833,1.0,MEMORIAL HOSPITAL,RIDEOUT MEMORIAL HOSPITAL,1900 STATE ST,726 4TH ST
13590859,80177,196428,1.0,MEMORIAL HOSPITAL,WAYNE MEMORIAL HOSPITAL,1423 SEVENTH ST,865 SOUTH FIRST STREET
5210107,33716,623471,1.0,MEMORIAL HOSPITAL,BLOUNT MEMORIAL HOSPITAL,1900 STATE ST,907 E LAMAR ALEXANDER PARKWAY
587408,45990,109171,1.0,COMMUNITY HOSPITAL,LAKE CITY COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",258 N RON MCNAIR BLVD
13590935,80177,643205,1.0,MEMORIAL HOSPITAL,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,1423 SEVENTH ST,5101 S WILLOW SPRINGS RD
6845200,71440,340833,1.0,MEMORIAL HOSPITAL,RIDEOUT MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,726 4TH ST
809909,39744,594636,1.0,MEMORIAL HOSPITAL,ELMHURST MEMORIAL HOSPITAL,224 E SECOND STREET,155 EAST BRUSH HILL ROAD
13590920,80177,719167,1.0,MEMORIAL HOSPITAL,ST ANTHONYS MEMORIAL HOSPITAL,1423 SEVENTH ST,503 N MAPLE STREET
13590918,80177,688337,1.0,MEMORIAL HOSPITAL,COPLEY MEMORIAL HOSPITAL,1423 SEVENTH ST,2000 OGDEN AVENUE
13590917,80177,183714,1.0,MEMORIAL HOSPITAL,SHELBY MEMORIAL HOSPITAL,1423 SEVENTH ST,200 S CEDAR ST
8167885,13161,617573,1.0,HIGHLAND HOSPITAL,HIGHLAND COMMUNITY  HOSPITAL,300 56TH ST SE,130 HIGHLAND PKWY
6640203,44822,355277,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL OF HUNTINGTON PARK,901 MACARTHUR BLVD,2623 E SLAUSON AVE
6845195,71440,220714,1.0,MEMORIAL HOSPITAL,WOODLAND MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,1325 COTTONWOOD STREET
13590910,80177,806254,1.0,MEMORIAL HOSPITAL,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,1423 SEVENTH ST,701 WEST NORTH AVE
13590908,80177,481923,1.0,MEMORIAL HOSPITAL,ALTON MEMORIAL HOSPITAL,1423 SEVENTH ST,ONE MEMORIAL DRIVE
13590904,80177,564657,1.0,MEMORIAL HOSPITAL,MADISON MEMORIAL HOSPITAL,1423 SEVENTH ST,450 EAST MAIN STREET
13590892,80177,724884,1.0,MEMORIAL HOSPITAL,WILCOX MEMORIAL HOSPITAL,1423 SEVENTH ST,3-3420 KUHIO HIGHWAY
7428438,56302,521063,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL SOUTH,2351 'G' ROAD,1402 E COUNTY LINE RD S
6845178,71440,811865,1.0,MEMORIAL HOSPITAL,SHARP MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,7901 FROST ST
809889,39744,401972,1.0,MEMORIAL HOSPITAL,FHN MEMORIAL HOSPITAL,224 E SECOND STREET,1045 WEST STEPHENSON STREET
586618,45990,617573,1.0,COMMUNITY HOSPITAL,HIGHLAND COMMUNITY  HOSPITAL,"P O BOX 1328, 1301 EAST H ST",130 HIGHLAND PKWY
10878882,61794,598799,1.0,SOUTHWEST HEALTH CENTER,SOUTHWEST GENERAL HEALTH CENTER,1400 EAST SIDE RD,18697 BAGLEY ROAD
587426,45990,727659,1.0,COMMUNITY HOSPITAL,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",4070 HIGHWAY 17 BYPASS PO DRAWER 3350
5210123,33716,230225,1.0,MEMORIAL HOSPITAL,BAPTIST MEMORIAL HOSPITAL,1900 STATE ST,6019 WALNUT GROVE ROAD
13590827,80177,289960,1.0,MEMORIAL HOSPITAL,JOHN D ARCHBOLD MEMORIAL HOSPITAL,1423 SEVENTH ST,915 GORDON AVENUE & MIMOSA DRIVE
586605,45990,603711,1.0,COMMUNITY HOSPITAL,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",47 SOUTH FOURTH ST
5209164,33716,524919,1.0,MEMORIAL HOSPITAL,OTSEGO MEMORIAL HOSPITAL,1900 STATE ST,825 N CENTER AVE
13337715,46651,397098,1.0,ST PATRICK HOSPITAL,CHRISTUS ST PATRICK HOSPITAL,500 W BROADWAY,524 DR MICHAEL DEBAKEY STREET
6640923,44822,213918,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL NORTH,901 MACARTHUR BLVD,7150 CLEARVISTA DR
809892,39744,668150,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL OF CARBONDALE,224 E SECOND STREET,405 W JACKSON
6640915,44822,826479,1.0,COMMUNITY HOSPITAL,KOSCIUSKO COMMUNITY HOSPITAL,901 MACARTHUR BLVD,2101 E DUBOIS DR
10698957,22003,647919,1.0,MEMORIAL HOSPITAL,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,500 LONDON AVENUE,9200 W WISCONSIN AVE
6640910,44822,193920,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,901 MACARTHUR BLVD,1515 N MADISON AVE
463586,65425,152094,1.0,VALLEY MEDICAL CENTER,VALLEY REGIONAL MEDICAL CENTER,400 S 43RD ST,100 A ALTON GLOOR
10698966,22003,483602,1.0,MEMORIAL HOSPITAL,CAMPBELL COUNTY MEMORIAL HOSPITAL,500 LONDON AVENUE,501 SOUTH BURMA AVENUE
10698967,22003,159781,1.0,MEMORIAL HOSPITAL,SHERIDAN MEMORIAL HOSPITAL,500 LONDON AVENUE,1401 W 5TH ST
6640914,44822,521063,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL SOUTH,901 MACARTHUR BLVD,1402 E COUNTY LINE RD S
809894,39744,864271,1.0,MEMORIAL HOSPITAL,IROQUOIS MEMORIAL HOSPITAL,224 E SECOND STREET,200 FAIRMAN STREET
13590844,80177,598695,1.0,MEMORIAL HOSPITAL,GRADY MEMORIAL HOSPITAL,1423 SEVENTH ST,"80 JESSE HILL, JR DRIVE SE"
809973,39744,506300,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL OF SOUTH BEND,224 E SECOND STREET,615 N MICHIGAN ST
809852,39744,643205,1.0,MEMORIAL HOSPITAL,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,224 E SECOND STREET,5101 S WILLOW SPRINGS RD
10193761,35351,245292,1.0,SANFORD,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,801 BROADWAY NORTH
2651221,13144,814010,1.0,UNIVERSITY MEDICAL CENTER,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1800 W CHARLESTON BLVD,1111 EAST MCDOWELL ROAD
4612282,83304,344869,1.0,MEMORIAL HOSPITAL,DELTA COUNTY MEMORIAL HOSPITAL,1401 WEST LOCUST,1501 E 3RD STREET
810086,39744,282191,1.0,MEMORIAL HOSPITAL,HARDIN MEMORIAL HOSPITAL,224 E SECOND STREET,913 NORTH DIXIE AVENUE
4216321,38809,236626,1.0,INDIANA UNIVERSITY HEALTH,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,1701 N SENATE BLVD,5165 MCCARTY LN
12175741,23359,609128,1.0,VALLEY HOSPITAL MEDICAL CENTER,SPRING VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,5400 SOUTH RAINBOW BLVD
13591178,80177,807864,1.0,MEMORIAL HOSPITAL,FLAGET MEMORIAL HOSPITAL,1423 SEVENTH ST,4305 NEW SHEPHERDSVILLE ROAD
10698763,22003,621155,1.0,MEMORIAL HOSPITAL,BRATTLEBORO MEMORIAL HOSPITAL,500 LONDON AVENUE,17 BELMONT AVE
13320816,47087,303069,1.0,MEDICAL CENTER HOSPITAL,LOS ROBLES HOSPITAL & MEDICAL CENTER,500 W 4TH STREET,215 W JANSS RD
6845275,71440,163516,1.0,MEMORIAL HOSPITAL,BARTON MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,2170 SOUTH AVENUE
810069,39744,767221,1.0,MEMORIAL HOSPITAL,LAWRENCE MEMORIAL HOSPITAL,224 E SECOND STREET,325 MAINE STREET
13322072,47087,663970,1.0,MEDICAL CENTER HOSPITAL,JAMAICA HOSPITAL MEDICAL CENTER,500 W 4TH STREET,89TH AVENUE AND VAN WYCK EXPRESSWAY
10193762,35351,316210,1.0,SANFORD,SANFORD MEDICAL CENTER BISMARCK,801 BROADWAY NORTH,300 N 7TH ST
586884,45990,223157,1.0,COMMUNITY HOSPITAL,BON SECOURS COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",160 EAST MAIN STREET
6640398,44822,304913,1.0,COMMUNITY HOSPITAL,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",901 MACARTHUR BLVD,1680 EAST 120TH STREET
13320800,47087,210341,1.0,MEDICAL CENTER HOSPITAL,WEST HILLS HOSPITAL & MEDICAL CENTER,500 W 4TH STREET,7300 MEDICAL CENTER DR
6313417,70854,399363,1.0,MEMORIAL HOSPITAL,MEMORIAL HERMANN KATY HOSPITAL,1454 N COUNTY ROAD 2050 E,23900 KATY FREEWAY
10381791,46619,496141,1.0,UNIVERSITY MEDICAL CENTER,UNIVERSITY MEDICAL CENTER NEW ORLEANS,602 INDIANA AVENUE,2000 CANAL STREET
12346288,34222,748662,1.0,GEISINGER MEDICAL CENTER,GEISINGER WYOMING VALLEY MEDICAL CENTER,100 NORTH ACADEMY AVENUE,1000 EAST MOUNTAIN BOULEVARD
77086,39365,691796,1.0,HOLY CROSS HOSPITAL,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,2701 W 68TH STREET,1397 WEIMER ROAD
6640600,44822,620554,1.0,COMMUNITY HOSPITAL,TAMPA COMMUNITY HOSPITAL,901 MACARTHUR BLVD,6001 WEBB RD
1281861,60516,476439,1.0,UNIVERSITY HOSPITAL,UNIVERSITY OF ILLINOIS HOSPITAL,1350 WALTON WAY,1740 WEST TAYLOR ST SUITE 1400
7428519,56302,168228,1.0,COMMUNITY HOSPITAL,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,2351 'G' ROAD,440 HOPKINSVILLE STREET
4216317,38809,723503,1.0,INDIANA UNIVERSITY HEALTH,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,1701 N SENATE BLVD,11700 N MERIDIAN ST
3597089,64746,180844,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE MEDFORD MEDICAL CENTER,1200 PROVIDENCE RD,1111 CRATER LAKE AVENUE
6640351,44822,805766,1.0,COMMUNITY HOSPITAL,MADERA COMMUNITY HOSPITAL,901 MACARTHUR BLVD,1250 E ALMOND AVE
587153,45990,421907,1.0,COMMUNITY HOSPITAL,BAY PARK COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",2801 BAY PARK DRIVE
13208471,37903,651345,1.0,MERCY HOSPITAL,ST JOSEPH MERCY HOSPITAL,2215 TRUXTUN AVENUE,5301 E HURON RIVER DR
5165591,28197,740270,1.0,SAMARITAN HOSPITAL,ADVOCATE GOOD SAMARITAN HOSPITAL,2215 BURDETT AVENUE,3815 HIGHLAND AVENUE
6845265,71440,343862,1.0,MEMORIAL HOSPITAL,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,209 NORTHWEST 8TH STREET,9888 GENESEE AVENUE
10698781,22003,782180,1.0,MEMORIAL HOSPITAL,CARILION ROANOKE MEMORIAL HOSPITAL,500 LONDON AVENUE,"1906 BELLEVIEW AVENUE, SE"
6311614,70854,119265,1.0,MEMORIAL HOSPITAL,ELBERT MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,4 MEDICAL DRIVE
13320821,47087,497984,1.0,MEDICAL CENTER HOSPITAL,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,500 W 4TH STREET,17100 EUCLID STREET
10698783,22003,121694,1.0,MEMORIAL HOSPITAL,WARREN MEMORIAL HOSPITAL,500 LONDON AVENUE,1000 NORTH SHENANDOAH AVE
10698784,22003,430711,1.0,MEMORIAL HOSPITAL,RIVERSIDE SHORE MEMORIAL HOSPITAL,500 LONDON AVENUE,20480 MARKET STREET
6313391,70854,770892,1.0,MEMORIAL HOSPITAL,EL CAMPO MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,303 SANDY CORNER RD
810051,39744,103951,1.0,MEMORIAL HOSPITAL,SUSAN B ALLEN MEMORIAL HOSPITAL,224 E SECOND STREET,720 W CENTRAL ST
6640365,44822,130933,1.0,COMMUNITY HOSPITAL,TWIN CITIES COMMUNITY HOSPITAL,901 MACARTHUR BLVD,1100 LAS TABLAS RD
3597087,64746,838501,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE PORTLAND MEDICAL CENTER,1200 PROVIDENCE RD,4805 NE GLISAN STREET
3597636,64746,413573,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,1200 PROVIDENCE RD,401 W POPLAR ST
13591169,80177,282191,1.0,MEMORIAL HOSPITAL,HARDIN MEMORIAL HOSPITAL,1423 SEVENTH ST,913 NORTH DIXIE AVENUE
3597080,64746,234773,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1200 PROVIDENCE RD,1500 DIVISION STREET
6640608,44822,211978,1.0,COMMUNITY HOSPITAL,ENGLEWOOD COMMUNITY HOSPITAL,901 MACARTHUR BLVD,700 MEDICAL BLVD
6845270,71440,214254,1.0,MEMORIAL HOSPITAL,LODI MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,975 S FAIRMONT AVENUE
11256955,60779,732469,1.0,RICHARDSON MEDICAL CENTER,METHODIST RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,2831 E PRESIDENT GEORGE BUSH HIGHWAY
6640379,44822,833391,1.0,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL OF LONG BEACH,901 MACARTHUR BLVD,1720 TERMINO AVENUE
13591152,80177,767221,1.0,MEMORIAL HOSPITAL,LAWRENCE MEMORIAL HOSPITAL,1423 SEVENTH ST,325 MAINE STREET
6640375,44822,525163,1.0,COMMUNITY HOSPITAL,MISSION COMMUNITY HOSPITAL,901 MACARTHUR BLVD,14850 ROSCOE BLVD
6845268,71440,119186,1.0,MEMORIAL HOSPITAL,SALINAS VALLEY MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,450 EAST ROMIE LANE
6088367,46092,869178,1.0,ST MARY'S MEDICAL CENTER,ST MARY'S OF MICHIGAN MEDICAL CENTER,901 45TH ST,800 S WASHINGTON AVENUE
3597079,64746,670943,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE NEWBERG MEDICAL CENTER,1200 PROVIDENCE RD,1001 PROVIDENCE DRIVE
6313418,70854,474715,1.0,MEMORIAL HOSPITAL,MEMORIAL HERMANN SUGAR LAND HOSPITAL,1454 N COUNTY ROAD 2050 E,17500 W GRAND PARKWAY SOUTH
6845225,71440,268034,1.0,MEMORIAL HOSPITAL,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,209 NORTHWEST 8TH STREET,ONE HOAG DRIVE
11991565,91677,315302,1.0,MEMORIAL MEDICAL CENTER,MAUI MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,221 MAHALANI STREET
7365372,12873,553341,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE SACRED HEART MEDICAL CENTER,8929 PARALLEL PARKWAY,101 WEST 8TH AVENUE
10698713,22003,770892,1.0,MEMORIAL HOSPITAL,EL CAMPO MEMORIAL HOSPITAL,500 LONDON AVENUE,303 SANDY CORNER RD
13322353,47087,766293,1.0,MEDICAL CENTER HOSPITAL,GRANDVIEW HOSPITAL & MEDICAL CENTER,500 W 4TH STREET,405 GRAND AVENUE
6845294,71440,299065,1.0,MEMORIAL HOSPITAL,HUNTINGTON MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,100 W  CALIFORNIA BLVD
7428531,56302,891874,1.0,COMMUNITY HOSPITAL,PINEVILLE COMMUNITY HOSPITAL,2351 'G' ROAD,850 RIVERVIEW AVENUE
2651186,13144,829951,1.0,UNIVERSITY MEDICAL CENTER,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,1800 W CHARLESTON BLVD,2451 FILLINGIM STREET
6311604,70854,365534,1.0,MEMORIAL HOSPITAL,PHOEBE PUTNEY MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,417 THIRD AVENUE
13320746,47087,796195,1.0,MEDICAL CENTER HOSPITAL,ALHAMBRA HOSPITAL MEDICAL CENTER,500 W 4TH STREET,100 S RAYMOND AVE
4612296,83304,895820,1.0,MEMORIAL HOSPITAL,LAWRENCE & MEMORIAL HOSPITAL,1401 WEST LOCUST,365 MONTAUK AVE
587071,45990,278245,1.0,COMMUNITY HOSPITAL,WOOSTER COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",1761 BEALL AVENUE
13591249,80177,182030,1.0,MEMORIAL HOSPITAL,WEST CARROLL MEMORIAL HOSPITAL,1423 SEVENTH ST,706 ROSS STREET
12346163,34222,839040,1.0,GEISINGER MEDICAL CENTER,GEISINGER - COMMUNITY MEDICAL CENTER,100 NORTH ACADEMY AVENUE,1822 MULBERRY STREET
586915,45990,645064,1.0,COMMUNITY HOSPITAL,ST ANTHONY COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",15 - 19  MAPLE AVENUE
5208146,33716,268034,1.0,MEMORIAL HOSPITAL,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1900 STATE ST,ONE HOAG DRIVE
8696079,38366,103951,1.0,ALLEN HOSPITAL,SUSAN B ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,720 W CENTRAL ST
6640506,44822,321328,1.0,COMMUNITY HOSPITAL,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,901 MACARTHUR BLVD,1475 W 49TH ST
7365345,12873,413573,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE ST MARY MEDICAL CENTER,8929 PARALLEL PARKWAY,401 W POPLAR ST
6845301,71440,726996,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL OF GARDENA,209 NORTHWEST 8TH STREET,1145 W REDONDO BEACH BLVD
7365352,12873,307791,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,8929 PARALLEL PARKWAY,1321 COLBY AVENUE
6640484,44822,739007,1.0,COMMUNITY HOSPITAL,NAPLES COMMUNITY HOSPITAL,901 MACARTHUR BLVD,350 7TH ST N
587074,45990,640130,1.0,COMMUNITY HOSPITAL,KNOX COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",1330 COSHOCTON ROAD
6313441,70854,621155,1.0,MEMORIAL HOSPITAL,BRATTLEBORO MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,17 BELMONT AVE
6313461,70854,121694,1.0,MEMORIAL HOSPITAL,WARREN MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,1000 NORTH SHENANDOAH AVE
6311581,70854,499602,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL MIRAMAR,1454 N COUNTY ROAD 2050 E,1901 SW 172ND AVE
5049237,78872,213667,1.0,MEMORIAL HOSPITAL,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,511 NE 10TH ST,21 WEST CLARKE AVENUE
6313459,70854,782180,1.0,MEMORIAL HOSPITAL,CARILION ROANOKE MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,"1906 BELLEVIEW AVENUE, SE"
10194154,35351,512582,1.0,SANFORD,SANFORD USD MEDICAL CENTER,801 BROADWAY NORTH,1305 W 18TH ST  POST OFFICE BOX 5039
587117,45990,616036,1.0,COMMUNITY HOSPITAL,ALLIANCE COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",200 EAST STATE STREET
810095,39744,807864,1.0,MEMORIAL HOSPITAL,FLAGET MEMORIAL HOSPITAL,224 E SECOND STREET,4305 NEW SHEPHERDSVILLE ROAD
7428527,56302,817854,1.0,COMMUNITY HOSPITAL,T J SAMSON COMMUNITY HOSPITAL,2351 'G' ROAD,1301 NORTH RACE STREET
7365489,12873,845764,1.0,PROVIDENCE MEDICAL CENTER,SIERRA PROVIDENCE EAST MEDICAL CENTER,8929 PARALLEL PARKWAY,3280 JOE BATTLE BLVD
587075,45990,606736,1.0,COMMUNITY HOSPITAL,PARMA COMMUNITY GENERAL HOSPITAL,"P O BOX 1328, 1301 EAST H ST",7007 POWERS BOULEVARD
5166396,28197,513914,1.0,SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL OF SUFFERN,2215 BURDETT AVENUE,255 LAFAYETTE AVENUE
5049894,78872,414446,1.0,MEMORIAL HOSPITAL,MAINE COAST MEMORIAL HOSPITAL,511 NE 10TH ST,50 UNION STREET
5210074,33716,680870,1.0,MEMORIAL HOSPITAL,GHS GREENVILLE MEMORIAL HOSPITAL,1900 STATE ST,701 GROVE RD
6313462,70854,430711,1.0,MEMORIAL HOSPITAL,RIVERSIDE SHORE MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,20480 MARKET STREET
13591245,80177,819181,1.0,MEMORIAL HOSPITAL,LAKE CHARLES MEMORIAL HOSPITAL,1423 SEVENTH ST,1701 OAK PARK BLVD
6845287,71440,315986,1.0,MEMORIAL HOSPITAL,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,209 NORTHWEST 8TH STREET,147 N BRENT ST
13591242,80177,626426,1.0,MEMORIAL HOSPITAL,BEAUREGARD MEMORIAL HOSPITAL,1423 SEVENTH ST,600 S PINE STREET
10194157,35351,853314,1.0,SANFORD,SANFORD ABERDEEN MEDICAL CENTER,801 BROADWAY NORTH,2905 3RD AVE SE
587083,45990,289010,1.0,COMMUNITY HOSPITAL,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",800 WEST MAIN STREET
6252992,84131,105180,1.0,NORTHWEST MEDICAL CENTER,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1530 U S HIGHWAY 43,1970 HOSPITAL DRIVE
13591237,80177,898115,1.0,MEMORIAL HOSPITAL,SLIDELL MEMORIAL HOSPITAL,1423 SEVENTH ST,1001 GAUSE BLVD
12861418,46864,148159,1.0,ANDERSON HOSPITAL,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,6800 STATE ROUTE 162,1872 RIVERSIDE CIRCLE
10698739,22003,399363,1.0,MEMORIAL HOSPITAL,MEMORIAL HERMANN KATY HOSPITAL,500 LONDON AVENUE,23900 KATY FREEWAY
10698740,22003,474715,1.0,MEMORIAL HOSPITAL,MEMORIAL HERMANN SUGAR LAND HOSPITAL,500 LONDON AVENUE,17500 W GRAND PARKWAY SOUTH
3597067,64746,157731,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE ST VINCENT MEDICAL CENTER,1200 PROVIDENCE RD,9205 SW BARNES ROAD
3597643,64746,307791,1.0,PROVIDENCE MEDICAL CENTER,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1200 PROVIDENCE RD,1321 COLBY AVENUE
6640326,44822,138254,1.0,COMMUNITY HOSPITAL,SAN JOAQUIN COMMUNITY HOSPITAL,901 MACARTHUR BLVD,2615 CHESTER AVENUE
6311689,70854,724884,1.0,MEMORIAL HOSPITAL,WILCOX MEMORIAL HOSPITAL,1454 N COUNTY ROAD 2050 E,3-3420 KUHIO HIGHWAY
9020737,45997,790803,1.0,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN REGIONAL MEDICAL CENTER,1309 N FLAGLER DR,3600 NW SAMARITAN DRIVE
5210058,33716,549815,1.0,MEMORIAL HOSPITAL,GHS HILLCREST MEMORIAL HOSPITAL,1900 STATE ST,729 SOUTH EAST MAIN STREET
6640727,44822,865781,1.0,COMMUNITY HOSPITAL,NORTH HAWAII COMMUNITY HOSPITAL,901 MACARTHUR BLVD,67 1125 MAMALAHOA HIGHWAY
9430118,84473,765395,1.0,ST CLARE HOSPITAL,SSM HEALTH ST CLARE HOSPITAL - FENTON,11315 BRIDGEPORT WAY S W,1015 BOWLES
586807,45990,817494,1.0,COMMUNITY HOSPITAL,BAYSHORE COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",727 N BEERS ST
13591080,80177,153304,1.0,MEMORIAL HOSPITAL,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,1423 SEVENTH ST,800 W 9TH ST
10381907,46619,437350,1.0,UNIVERSITY MEDICAL CENTER,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,602 INDIANA AVENUE,7601 OSLER DRIVE
11991936,91677,516983,1.0,MEMORIAL MEDICAL CENTER,CLAIBORNE MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,620 EAST COLLEGE STREET
6640724,44822,320266,1.0,COMMUNITY HOSPITAL,KONA COMMUNITY HOSPITAL,901 MACARTHUR BLVD,79-1019 HAUKAPILA STREET
8697563,38366,343089,1.0,ALLEN HOSPITAL,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1825 LOGAN AVENUE,1105 CENTRAL EXPRESSWAY NORTH
6313305,70854,462977,1.0,MEMORIAL HOSPITAL,MEMORIAL HERMANN HOSPITAL SYSTEM,1454 N COUNTY ROAD 2050 E,1635  NORTH LOOP WEST
13320904,47087,589281,1.0,MEDICAL CENTER HOSPITAL,ST FRANCIS HOSPITAL & MEDICAL CENTER,500 W 4TH STREET,114 WOODLAND STREET
